ra,dec,magnitude,distance_pc,temperature,catalog,source_id,color_bp_rp,proper_motion_ra,proper_motion_dec,radial_velocity,stellar_type,j_magnitude,h_magnitude,k_magnitude
267.36852290255564,-29.314839487541725,7.9657235,112.1844,7105.918,Gaia_DR3,4057236733000567808,0.45479202,43.44408990026011,-15.16643817446646,1.5562465,,,,
268.11900806688516,-30.217324016115175,7.975311,113.4465,6363.4736,Gaia_DR3,4056375819771053824,0.6078739,14.360181223394891,10.967618011268206,11.444195,,,,
266.4982788559143,-28.678306419150008,8.00146,473.6934533968321,,Gaia_DR3,4057496634362267136,1.821137,2.598482902495466,-12.65075051612422,-50.936764,,,,
267.1769698010609,-28.67164941092994,8.017918,789.7036870753791,,Gaia_DR3,4057320815615613440,2.4271235,-3.36446554238266,-6.504743980902676,-54.383156,,,,
266.31988801194075,-29.850874878114187,8.061239,288.83344194405834,,Gaia_DR3,4056845964001057024,1.4436731,-15.130062485358852,-14.751152846409179,-34.480274,,,,
267.0510735915775,-28.762904290296667,8.07911,286.3485,5028.6294,Gaia_DR3,4057505945851504896,1.3574276,2.462211139278065,1.8364138721434595,-4.0012045,,,,
268.45537253930877,-29.387222071542,8.1037,780.7064595213466,,Gaia_DR3,4056556758164984960,2.069148,3.239195560458665,-18.750528064280857,31.968393,,,,
267.801798980273,-30.55964864559159,8.121634,259.5476962337231,,Gaia_DR3,4056340704108937600,0.1833601,8.66096160665483,-1.748659396271678,,,,,
267.7645176332074,-28.65994599142707,8.16434,368.0538673139399,,Gaia_DR3,4057403519541246592,1.5529275,-6.7608368833181665,-52.03979597553064,-45.41466,,,,
266.1542687932096,-28.17801569623296,8.184066,1728.90649957806,,Gaia_DR3,4060594989455535232,1.1003675,0.08131923457572315,-0.5442953948306125,,,,,
265.22054998812564,-29.599689582992255,8.184837,282.0404861103207,,Gaia_DR3,4057020923796771712,1.5778255,19.01925201263085,-0.033555600446015396,15.986658,,,,
265.17924103598006,-27.893128873203278,8.202098,308.0811,7984.359,Gaia_DR3,4060652473301672832,0.32741928,3.5143600525630596,-17.293690147859046,-15.691656,,,,
266.6745362237204,-29.040003288875603,8.230425,2630.8950897960344,,Gaia_DR3,4057472273307618048,3.6639676,-1.372050784811877,-2.5559360405045712,-21.134665,,,,
266.19068598153774,-27.2290321367955,8.234564,1229.6844,40958.207,Gaia_DR3,4060784345959549184,0.7759843,-0.8569741814419296,-2.295820285732529,,,,,
268.0049817975126,-28.801492271813853,8.236151,1795.1561,4812.547,Gaia_DR3,4057350502478412416,2.1164322,-0.5964827663555088,-1.2706945252178843,-33.063755,,,,
266.57646959942537,-28.135371145606594,8.238929,2273.4927433403113,,Gaia_DR3,4057596449402863360,2.9597692,0.01198959229258352,-3.122111652367124,-14.629823,,,,
268.1124456655986,-29.553850347447867,8.239554,200.4575,7345.5854,Gaia_DR3,4056457802128997760,0.3797803,4.53618109466316,-19.098291151689246,-29.1216,,,,
264.482604026345,-28.15221916625661,8.240891,842.5753188808513,,Gaia_DR3,4060446108737377792,1.6769562,4.745431021195532,-0.2553130158013638,-36.280094,,,,
267.35916237817145,-29.438776442972195,8.241433,184.674,7371.9653,Gaia_DR3,4057233404438058368,0.49245214,3.691469893464265,-29.070782210725596,-21.95261,,,,
265.83624279743805,-27.242061206165058,8.291974,265.7845,4771.2876,Gaia_DR3,4060793107693498624,1.625164,-11.585069958661522,-14.321005837904805,-31.62556,,,,
267.6711984715231,-29.279081449845506,8.296515,175.3261,9958.151,Gaia_DR3,4057229757970924544,0.25650024,-9.148726588568508,-24.062384878304645,-4.498656,,,,
267.97760106329207,-29.931742064192036,8.301859,3056.5759311960123,,Gaia_DR3,4056395233030966016,2.7796059,0.3515089356392545,-0.5983981425474305,6.8829722,,,,
268.33818174707676,-28.05728461632393,8.312452,735.1192547487375,,Gaia_DR3,4063447431881515392,0.03688526,5.435945789137228,-2.3854620478510995,,,,,
267.15626346125396,-30.475967936590642,8.324351,1528.6892123241578,,Gaia_DR3,4056026175045038464,1.7421007,1.9014999234310286,-1.536658880300235,-10.003503,,,,
268.42668610639896,-29.01215244184437,8.333797,1233.87677698336,,Gaia_DR3,4056601631998945920,0.42046738,-0.09244976448632115,-1.2375391552919075,,,,,
265.6607912219888,-30.717272630994383,8.3601265,774.6460328168098,,Gaia_DR3,4056699862085805312,1.5195174,6.135438866537752,-2.340087542250466,-75.53897,,,,
267.9700860551495,-28.622332185054045,8.370209,555.291,9997.519,Gaia_DR3,4057379875667948288,-0.038632393,3.4586197799233007,-4.980907041592905,,,,,
267.2311702159381,-30.49466703426731,8.394409,2307.3394134639652,,Gaia_DR3,4056023048308611840,2.1673803,-0.39092757432438013,-0.5538463142598984,-11.77168,,,,
268.4186276454713,-28.856975461434136,8.405052,98.7582,6391.6265,Gaia_DR3,4056608125991017728,0.60175514,-1.1861690569842447,-97.88403280680689,-61.257214,,,,
268.0828243722911,-28.885003161434728,8.416403,924.7618785416299,,Gaia_DR3,4057337342695938048,1.4081488,-1.446316579388417,-4.100262529718547,17.740273,,,,
266.3426732351543,-28.49642347028045,8.438362,172.6081,10275.223,Gaia_DR3,4057549376561656320,0.35464096,5.023082838510099,-27.08753477723917,-16.657015,,,,
265.81184110293447,-28.076951708182005,8.442511,1487.4347567841398,,Gaia_DR3,4060591175522587264,2.0912304,1.8439884257401493,-1.2008153902806828,7.521558,,,,
267.2335470984517,-28.89866641688742,8.481113,623.4108,4730.985,Gaia_DR3,4057312912875611776,2.0532002,-0.4851165054153569,-4.883962244651704,-64.18823,,,,
267.40652316092365,-27.398168874123556,8.520287,304.93696709461153,,Gaia_DR3,4063742753770400896,1.5649395,-32.77215751697234,-24.740276221688422,-20.481964,,,,
264.3790105669754,-28.245608490369946,8.534273,569.4305848755121,,Gaia_DR3,4060443875354234624,1.6370559,-3.8056925440425893,-0.09826870281394111,-13.47113,,,,
267.7908761850466,-27.829493008881805,8.54967,831.4396608191596,,Gaia_DR3,4063658950365695616,0.11547661,1.732677405079613,-1.0747457630072768,,,,,
267.50382581799977,-28.12976152716479,8.566843,1218.1199,4879.887,Gaia_DR3,4057642869416720768,2.1001825,1.7746637591692782,-3.7481051699582197,11.120537,,,,
264.6973635318556,-30.131494800661716,8.580991,127.1282,6122.3535,Gaia_DR3,4056976153055897856,0.74304295,-37.35204218081885,-22.973230457001268,-18.677824,,,,
268.156764575733,-28.660898289174824,8.592336,1038.3964,3505.1863,Gaia_DR3,4057376439694114176,4.91241,1.2957976856190732,-0.5788965135373902,,,,,
265.5150628975619,-30.49213383441697,8.608529,178.7421480709102,,Gaia_DR3,4056718072747137024,0.7414665,-2.773297767129007,11.838816448878681,7.617724,,,,
266.46032109876495,-27.216585537865086,8.6085615,1954.5246024202238,,Gaia_DR3,4060805442842023040,1.062078,-0.4524161215049878,-2.2648154557875326,,,,,
268.66255159199284,-29.228012482002043,8.615653,935.6711454853099,,Gaia_DR3,4056582901539848832,1.2297635,1.786986366761203,-1.027275733795016,3.0276089,,,,
266.50386380863495,-29.08084398242909,8.621117,823.7708438987368,,Gaia_DR3,4057468631175006336,1.4396834,3.266146128967843,0.5780831663285901,-21.76279,,,,
266.381916365595,-28.06521426828066,8.6387615,570.2894012454326,,Gaia_DR3,4057600263333926912,0.19094086,3.5386174353601456,-5.975334263240302,,,,,
266.70747707472486,-29.885741519471086,8.640843,610.3690840670712,,Gaia_DR3,4056818544929069952,1.8250122,15.699505421109013,0.7616737325827869,-8.508017,,,,
266.2788710814445,-30.183136391336202,8.643118,688.7874957229486,,Gaia_DR3,4056831361110482944,1.4597492,0.8263270157115603,1.7300331253981787,-25.411139,,,,
266.6345215759758,-27.6004448401585,8.6534815,471.50144305751735,,Gaia_DR3,4060712740261536512,1.7429485,-6.21187202644133,7.221780081650001,-13.001447,,,,
266.0589704248951,-27.457897934867944,8.674396,503.5713567935237,,Gaia_DR3,4060774347275466496,0.391284,0.40348508567714625,-8.172711791399509,,,,,
265.18558243266364,-30.4431520261092,8.684477,444.19448876675546,,Gaia_DR3,4056909009814026752,1.3179536,2.4776919988058532,-15.136915298513362,17.779741,,,,
266.92048274651415,-28.467306672418264,8.693658,138.4753,6059.1147,Gaia_DR3,4057526080658415232,0.7251396,14.560459669932262,-85.12224120726403,,,,,
266.9828960021486,-30.897908794795306,8.69405,913.3772321184499,,Gaia_DR3,4055939897737190656,0.7208109,-1.1294367865718886,-6.696536315636744,-2.4695902,,,,
266.3885224112837,-30.98238456366415,8.700712,90.2946,5719.1987,Gaia_DR3,4055900349647118592,0.81136703,-17.628984216120955,-43.82728491550367,,,,,
265.7082368863989,-27.843898555061795,8.708071,124.7455,6565.166,Gaia_DR3,4060668003905641088,0.62740993,-1.5220207632324483,3.5266873718857767,-42.428368,,,,
267.49719174128575,-29.016139501763355,8.73569,2254.510130208575,,Gaia_DR3,4057250481228990592,4.372803,-0.5987425393962826,-0.8791811903309248,-5.688146,,,,
268.05289416337683,-27.82211970056445,8.747478,1072.9621566496276,,Gaia_DR3,4063469284676502912,1.8118591,-0.7719477001611704,2.4287903720688377,-24.641462,,,,
267.4226458678116,-28.50412392952407,8.775782,822.6298237090188,,Gaia_DR3,4057422554837207552,1.4609962,-0.04713808549532517,-2.1883679152163182,-13.523824,,,,
265.0891250641101,-30.220824158387845,8.792637,158.4088,7283.2334,Gaia_DR3,4056927083036405504,0.49286747,-10.19606078645214,-21.584989892665547,,,,,
266.8483497691423,-29.638901654942252,8.795014,5376.012639517113,,Gaia_DR3,4057250721747530112,1.8647647,-0.6441354846051962,-2.3971427646822643,,,,,
265.6264697485801,-28.748962000800315,8.818589,86.9872,5638.505,Gaia_DR3,4060180026897207552,0.88404274,-2.3312513475853187,-41.354081058091296,-6.6012917,,,,
265.29792199229587,-30.07786285369892,8.821886,846.3403951998307,,Gaia_DR3,4056952577962873088,1.502945,-1.127006544675461,-1.924062976168817,,,,,
267.9948390065206,-27.592909235549566,8.846971,824.7287232027145,,Gaia_DR3,4063669120848365824,1.9663715,-3.462414197244784,-8.947173889947155,-45.35608,,,,
266.23818703177216,-28.240140433355883,8.848829,598.0087608956109,,Gaia_DR3,4057591226723082368,1.6130075,4.031071230239456,-8.823001135835025,-36.35282,,,,
267.86446874717905,-29.59512981894267,8.849319,2150.851020523698,,Gaia_DR3,4056468964645348096,2.445068,0.342027818901819,-1.904574172155324,11.276169,,,,
267.61524391266613,-27.95220951292438,8.86346,5269.0015,6185.247,Gaia_DR3,4057652180905431808,2.7390747,-0.5052984552654425,-2.0276264364079966,-8.360322,,,,
267.02626147308223,-30.213527902463476,8.869879,538.231,5034.477,Gaia_DR3,4056045279060216960,1.310545,-4.405484268660993,-11.620894174877463,-20.34063,,,,
267.8906416732868,-30.2871012660785,8.87505,650.8549686325641,,Gaia_DR3,4056362694348117760,0.075214386,2.8142853411295623,-1.0146379175138391,,,,,
265.7871515630365,-29.53934840395648,8.895967,767.0068,4643.784,Gaia_DR3,4057067717446982016,1.4902992,0.5082383633501822,0.5800568962011268,-14.042345,,,,
266.2786610142025,-29.14361289832508,8.898881,720.7772302812838,,Gaia_DR3,4057104108707748608,1.8761306,-7.872655042204436,-4.544319893572703,8.968364,,,,
268.1881213749456,-29.05892797512008,8.904763,765.2963987673095,,Gaia_DR3,4056581394104336768,2.5279737,-7.161877616456877,-7.839272461175182,-11.159019,,,,
266.38371296445825,-28.787644986527752,8.907982,329.23337164412084,,Gaia_DR3,4057494293597358592,1.2919827,12.320493804906413,-7.830383482893728,-21.113855,,,,
264.16094445965865,-28.994614632807636,8.91117,423.5079619037635,,Gaia_DR3,4060123191538879104,0.33084393,-0.881365195392593,-6.36643737775878,,,,,
267.27159807347056,-30.476414614161044,8.919025,1701.0367171090274,,Gaia_DR3,4056023391905947520,2.1900458,0.8650746470788929,0.9233586114000922,0.3915813,,,,
268.00675408874537,-28.54860251208688,8.939068,218.7603,4917.3105,Gaia_DR3,4057381838565436544,1.1793442,18.64096262132735,-6.8602701307317036,-13.168315,,,,
266.2861520102968,-28.11440161762969,8.94409,944.6837215151788,,Gaia_DR3,4060596192046372736,2.8656673,-10.245262889731134,-1.5242586557246451,-23.441704,,,,
266.36904512940777,-29.307066791437528,8.952644,827.8928480901124,,Gaia_DR3,4057087100637143680,1.7461786,1.5732986754416174,-8.663319289516243,-37.675358,,,,
268.18570352715574,-30.091395235131355,8.95623,276.9274,7397.031,Gaia_DR3,4056379079579594496,0.49610233,-5.0259225128379885,-11.591023404833185,-30.278381,,,,
264.3118464389261,-29.742310927928774,8.958812,1405.6167815535305,,Gaia_DR3,4060003074271078528,1.6601286,-0.8170845855288101,-1.5660424155111001,-11.401245,,,,
266.7142336347741,-29.89337277338769,8.960203,1267.3719124080128,,Gaia_DR3,4056818476209581824,4.257329,3.038210130773473,-1.9575909320907519,-21.836231,,,,
265.73923655230914,-28.230771011857893,8.968015,1356.3967963244227,,Gaia_DR3,4060585506165087104,2.8060327,0.8380247113866875,1.2067441799979237,4.0367265,,,,
266.6629513539072,-28.18544112161369,8.974079,474.1398,4787.2397,Gaia_DR3,4057584423494391168,1.734046,2.3984907605944357,-16.904146632604963,0.34930587,,,,
266.34797054491895,-28.045180841655448,8.994327,596.8609769743406,,Gaia_DR3,4060602651676724096,0.17052269,3.971923875170173,-5.139391200869048,,,,,
264.4282019686817,-28.6466430371633,9.001479,879.9055048782527,,Gaia_DR3,4060229298767615104,0.3347473,2.606316358706257,-5.014534982634936,-15.198143,,,,
265.9030069242363,-28.37189364902094,9.015776,1630.9336790189586,,Gaia_DR3,4060568223216472576,1.8382854,0.8800178818934618,-0.594173773989282,5.4135914,,,,
267.459470107144,-27.963470862801962,9.033496,1165.1368,4941.43,Gaia_DR3,4057658022061453952,2.0974922,0.7162524455969592,-1.572682485201502,-6.6912823,,,,
268.27474525254866,-28.86671727926099,9.0336,697.1839610984489,,Gaia_DR3,4057357266968947200,0.0593338,0.18407080659900255,-5.803813068334711,10.785275,,,,
265.42314222660264,-30.01310037760882,9.035137,251.36403786936242,,Gaia_DR3,4056942789749023872,0.44012642,2.8293922072532145,-13.156736148101148,-22.382816,,,,
267.3319272389814,-27.474902349639397,9.041301,1793.0386,17628.654,Gaia_DR3,4057737255620116608,0.34562588,-0.12650556423496545,-1.6695460012985606,,,,,
265.28207761209427,-30.337849048926554,9.048334,1153.7993313537168,,Gaia_DR3,4056911316228065408,2.5206103,-5.346097803536049,-0.7786524509409607,14.23622,,,,
265.4911682717103,-29.09282236703993,9.065747,128.3688,6442.5205,Gaia_DR3,4057140560090106752,0.5927553,-23.60843830837999,-35.89422975441107,-13.269982,,,,
268.17210615916304,-28.509829486529572,9.069693,1676.5886,3783.6267,Gaia_DR3,4057387164326027392,3.027526,-0.8950929937945563,-1.8828344924981373,-0.5195838,,,,
266.81316671141656,-29.11695750120302,9.07885,892.6211,4600.905,Gaia_DR3,4057283947615222528,2.0330448,-3.0562267307915834,1.0562707276737333,0.28995273,,,,
267.8032170133123,-28.555392995232864,9.079581,905.9918036968188,,Gaia_DR3,4057404584694711040,1.9264507,-2.6096507029999625,-16.83791638029801,11.903798,,,,
266.1876639824914,-28.069198932763697,9.095055,1130.392230232528,,Gaia_DR3,4060600383934047744,4.8692784,3.894751277723664,-7.313539436375868,16.376436,,,,
266.77245076039037,-28.149966932128756,9.097144,327.3625,6085.012,Gaia_DR3,4057677534081462144,0.99166393,2.2100074259612277,-24.964987696736785,,,,,
266.4713172189553,-30.207380354973456,9.1016655,2415.777606552623,,Gaia_DR3,4056786452932731008,3.2748413,-0.38245882023870276,-2.5287347803930422,-5.246726,,,,
264.46678600152285,-29.920694923413315,9.10948,1362.841175845341,,Gaia_DR3,4056993362970936192,2.805203,5.4722134243957585,3.7533384090976774,21.29848,,,,
264.63812251127945,-28.604394669358527,9.112624,726.832463689925,,Gaia_DR3,4060227718219827072,1.9032755,1.0260968134220911,0.76678780659161,3.7659488,,,,
267.22527117562635,-28.9919885404779,9.118063,736.2005208194456,,Gaia_DR3,4057300229794308736,1.3354673,3.2459373549771144,-0.6264750714994823,21.24201,,,,
265.33976226574254,-29.588780826041305,9.120929,1152.0472,4793.225,Gaia_DR3,4057017556542323712,2.204176,-0.7469625150430523,-3.9243978627237706,-50.572838,,,,
266.4016253216337,-30.33354124092824,9.121644,2874.6939797369246,,Gaia_DR3,4056779546624942592,2.1665363,0.011990965206339917,-1.4458767373304693,-6.367064,,,,
267.18974400199795,-29.926878783207883,9.129895,1063.5078064736579,,Gaia_DR3,4057180834032122368,4.0663013,-4.530515088985454,1.2814810907392165,-57.473286,,,,
266.90772369933654,-27.952411310313742,9.134871,933.9119,4456.06,Gaia_DR3,4057687365278989056,1.8657761,-2.261583822235738,-3.5504156837946192,14.564121,,,,
267.7429628803859,-29.13199896563694,9.151113,536.4352239061063,,Gaia_DR3,4057326927311100416,1.4167433,6.62437277442493,2.539073680699426,-10.964285,,,,
265.73423101662667,-28.343609128049106,9.156087,1585.8184177476114,,Gaia_DR3,4060566230352375552,2.7590146,1.3313598213601496,0.09537679223452145,-20.426851,,,,
266.00454610964323,-29.5059560346423,9.170548,466.5447932006089,,Gaia_DR3,4057080293109020288,0.28813744,0.059333312188570464,-8.6304676350901,-13.385729,,,,
267.43934412409953,-28.405787560832838,9.189333,733.7509,9986.91,Gaia_DR3,4057424341572275968,0.2794609,3.5530662447837176,1.1782594606392314,,,,,
266.3367036961906,-28.422911664653817,9.189457,1150.5475220992278,,Gaia_DR3,4057585106389284096,0.49520206,1.9306836291992022,-1.4515062751009968,-32.272453,,,,
268.2944624493032,-27.901188003606407,9.19465,1308.1639702156199,,Gaia_DR3,4063470074949706752,1.8236752,-1.8138888309923258,-5.8901177540886795,-14.082696,,,,
265.19167373218323,-28.030006601895234,9.203341,154.5323,6436.942,Gaia_DR3,4060647456779512448,0.6485605,-1.2238834482000356,13.73799014003211,4.9161963,,,,
265.25274069553427,-28.07285440374124,9.206302,359.5629119017291,,Gaia_DR3,4060646391627431040,0.4518509,3.0538061985957032,-7.123431901905837,-23.215956,,,,
267.5394981203117,-28.51445774213039,9.212804,1069.9918219675149,,Gaia_DR3,4057419565539796608,1.5618382,0.6841093231785995,-6.407542317260734,2.7942784,,,,
266.0529812169141,-29.22902601381103,9.215833,1147.6719612256886,,Gaia_DR3,4057102592579217280,2.8068237,6.860662491304908,-2.199009768220919,-13.017438,,,,
266.7653841635099,-29.248653459973593,9.21584,101.8152,6071.7847,Gaia_DR3,4057272570207679232,0.7490597,-22.248841045340118,-39.12229375610562,91.80467,,,,
265.37671488639285,-28.540516692164797,9.226466,786.5208797876074,,Gaia_DR3,4060198782965869440,1.6646805,-1.0190528342747271,-5.816163654654288,7.2838054,,,,
267.01781168625104,-27.246174871897793,9.226895,462.66987959299934,,Gaia_DR3,4060749436463532288,1.3786077,-12.517955939608076,6.2368712501474874,-12.437043,,,,
267.2990956994051,-29.228904795414913,9.234839,1081.5383207972543,,Gaia_DR3,4057241096687332608,1.6579638,0.5109188003936167,0.5484580188377478,-9.118223,,,,
264.51502012545274,-29.111155839797288,9.23855,3975.5823,15079.375,Gaia_DR3,4060103885753666048,1.1141195,-0.12026757408101062,-0.9288299718729723,,,,,
264.98754559448156,-30.28398455189528,9.238948,462.4988,4665.0635,Gaia_DR3,4056920692125070336,1.5295992,-4.637892446547553,-16.405897223035534,-34.201504,,,,
266.2807190474393,-27.460370163423605,9.274195,435.5648796412593,,Gaia_DR3,4060772006481554560,0.3281517,-0.5673759085312852,-5.718343038952087,,,,,
266.0629957412889,-27.763632237588446,9.285539,129.7272,5611.494,Gaia_DR3,4060625672701749120,0.8946228,-19.246093241833435,-43.177818956478916,,,,,
265.4950466567366,-29.907303454859928,9.285758,327.6131,5132.377,Gaia_DR3,4056961202257199744,1.5910635,10.124678466893068,4.101078374589859,24.798306,,,,
265.16815684606246,-30.282644911600148,9.305192,189.8002,7039.0596,Gaia_DR3,4056914095055303552,0.6104603,1.3951227315496433,-8.662839150045915,-18.818193,,,,
264.8749958925823,-29.343860413735875,9.308863,297.9355586044558,,Gaia_DR3,4060041076144995328,0.38482857,3.630836969636167,-4.289108763198666,,,,,
268.0603342681226,-28.77314451062836,9.309641,471.689890392764,,Gaia_DR3,4057373935824802304,0.14264107,2.9117528359528286,-0.6090058141279386,-17.559477,,,,
266.96249084024157,-28.40866183017771,9.313483,697.5315746293729,,Gaia_DR3,4057621218470284288,1.7315607,-9.092500042094551,-8.085954335638014,30.625025,,,,
266.73068061510276,-28.620971316240368,9.321348,1427.0130586331964,,Gaia_DR3,4057518104895293056,4.866222,-2.3927762453693955,-3.652286993255195,,,,,
266.2068549064881,-30.070977237545154,9.324179,3401.144,3724.6416,Gaia_DR3,4056841733445518208,4.6009083,-0.551441331546937,-2.3529709662834675,2.1713872,,,,
267.43890822671347,-28.21018595192101,9.324409,536.6112699960374,,Gaia_DR3,4057618645799698304,0.31828976,-0.708273142994713,-3.7906853071117004,-9.183497,,,,
268.00016329332686,-28.369135687660258,9.327757,649.3882452573415,,Gaia_DR3,4057436882852145664,1.598382,-0.749005808014367,0.5068166317443636,,,,,
268.6122332695144,-29.023459416063293,9.33431,334.8381,7134.821,Gaia_DR3,4056590568158722432,0.5924225,1.083671183887998,-1.2641609847764748,-11.650736,,,,
267.2667852401835,-30.08320310429701,9.33809,875.8153589062518,,Gaia_DR3,4056052941281785088,1.9073725,-7.464593780065041,-14.10681740175158,-88.59424,,,,
266.3045872002953,-28.211977606159948,9.338355,254.7478,9814.539,Gaia_DR3,4057592051356415360,0.3655014,5.470314915947827,-11.007498995879388,,,,,
265.8476609338988,-27.261426442277966,9.342052,1562.801,17820.693,Gaia_DR3,4060792454858396800,1.1349831,2.573994022936541,0.380669026326389,,,,,
265.35307641333355,-28.70236726880976,9.346078,939.5542868282273,,Gaia_DR3,4060190815855350912,0.27644444,1.9507066824236468,1.27778513961026,,,,,
264.78766888350117,-28.93823981954606,9.350015,397.0845,4930.978,Gaia_DR3,4060159720289996672,1.6538286,6.3422736961057025,-10.614679797284074,,,,,
266.16376527127215,-30.57015469129243,9.360096,692.9794090249936,,Gaia_DR3,4056680762373689984,1.8332214,-0.6074139682720825,-9.654018746565953,,,,,
266.05694049138435,-28.81393323948422,9.36785,992.746950529546,,Gaia_DR3,4057537007054550784,1.7709179,5.384151568253309,-0.6204218777219048,-35.299572,,,,
